 20081 , 21199, 22246
 16330 , 16646, 18004
 14766 , 18739, 21845
 17683 , 20221, 19360
 34668 , 32495, 31110
 16395 , 13981, 11970
 32138 , 36783, 38423
, 1724, 2023
 15044 , 20317, 24267
 17013 , 27872, 28539
 19057 , 25807, 29879
 11158 , 15782, 18304
 36899 , 43472, 49905
 23185 , 25137, 26473
 22071 , 27046, 30763
